time_s,cmd_vel_x,cmd_vel_y,act_vel_x,act_vel_y,cmd_ang_vel_z,act_ang_vel_z,pitch_deg,l_sho_pitch_deg,r_sho_pitch_deg,fall_event
22.77,0.5,0.0,0.5379,0.0648,0.0,0.0359,3.211,69.474,-69.346,0
22.78,0.5,0.0,0.6294,0.0058,0.0,0.1258,3.129,67.726,-67.541,0
22.79,0.5,0.0,0.6172,-0.0785,0.0,-0.1852,3.263,65.924,-65.715,0
22.8,0.5,0.0,0.6612,-0.1052,0.0,0.2028,3.363,63.996,-63.783,0
22.81,0.5,0.0,0.6758,-0.0894,0.0,-0.1784,3.309,62.018,-61.757,0
22.82,0.5,0.0,0.5635,0.0468,0.0,0.0435,3.362,59.968,-59.703,0
22.83,0.5,0.0,0.5616,0.0156,0.0,-0.1257,3.439,57.883,-57.576,0
22.84,0.5,0.0,0.6266,0.0246,0.0,0.0138,3.301,55.721,-55.411,0
22.85,0.5,0.0,0.5746,0.0087,0.0,-0.3102,3.321,53.55,-53.259,0
22.86,0.5,0.0,0.5688,0.0309,0.0,0.1447,3.397,51.272,-51.004,0
22.87,0.5,0.0,0.5904,0.0198,0.0,-0.066,3.525,49.001,-48.687,0
22.88,0.5,0.0,0.6364,-0.044,0.0,0.0542,3.638,46.672,-46.279,0
22.89,0.5,0.0,0.6586,-0.0215,0.0,-0.1719,3.571,44.249,-43.859,0
22.9,0.5,0.0,0.5764,0.0429,0.0,-0.0721,3.49,41.793,-41.406,0
22.91,0.5,0.0,0.6011,0.0345,0.0,0.1944,3.51,39.336,-38.868,0
22.92,0.5,0.0,0.6045,0.0241,0.0,0.137,3.343,36.812,-36.311,0
22.93,0.5,0.0,0.6067,0.0287,0.0,0.0579,2.911,34.225,-33.761,0
22.94,0.5,0.0,0.6307,-0.0053,0.0,-0.3995,2.522,31.688,-31.194,0
22.95,0.5,0.0,0.6537,0.0282,0.0,-0.0655,2.224,29.061,-28.554,0
22.96,0.5,0.0,0.6073,0.0363,0.0,-0.2104,2.051,26.439,-25.867,0
22.97,0.5,0.0,0.6563,0.0475,0.0,0.2022,1.856,23.724,-23.216,0
22.98,0.5,0.0,0.6266,-0.0032,0.0,-0.0895,1.94,21.045,-20.544,0
22.99,0.5,0.0,0.6427,-0.0044,0.0,0.1363,2.074,18.318,-17.796,0
23.0,0.5,0.0,0.681,-0.1046,0.0,-0.1664,2.216,15.645,-14.966,0
23.01,0.5,0.0,0.7405,-0.0869,0.0,0.0398,2.178,12.853,-12.239,0
23.02,0.5,0.0,0.6423,-0.0104,0.0,0.051,2.241,10.082,-9.428,0
23.03,0.5,0.0,0.6371,-0.0272,0.0,-0.1194,2.396,7.33,-6.658,0
23.04,0.5,0.0,0.7002,-0.017,0.0,-0.0364,2.281,4.524,-3.929,0
23.05,0.5,0.0,0.6766,-0.0618,0.0,-0.1535,2.329,1.711,-1.163,0
23.06,0.5,0.0,0.7036,-0.0236,0.0,-0.0341,2.35,-1.103,1.62,0
23.07,0.5,0.0,0.6031,0.0735,0.0,-0.0639,2.574,-3.788,4.394,0
23.08,0.5,0.0,0.6454,-0.0135,0.0,-0.2543,2.78,-6.511,7.248,0
23.09,0.5,0.0,0.7087,-0.0001,0.0,-0.0658,2.742,-9.324,9.966,0
23.1,0.5,0.0,0.6652,-0.0102,0.0,-0.011,2.869,-12.166,12.713,0
23.11,0.5,0.0,0.7381,-0.0918,0.0,0.2497,3.003,-14.891,15.503,0
23.12,0.5,0.0,0.6981,0.0005,0.0,-0.3198,2.988,-17.633,18.219,0
23.13,0.5,0.0,0.6895,-0.0132,0.0,0.1179,3.194,-20.427,20.95,0
23.14,0.5,0.0,0.6727,-0.0294,0.0,-0.1207,3.504,-23.159,23.661,0
23.15,0.5,0.0,0.7424,-0.1392,0.0,-0.2492,3.707,-25.746,26.362,0
23.16,0.5,0.0,0.7777,-0.1332,0.0,-0.0137,3.666,-28.388,28.984,0
23.17,0.5,0.0,0.7107,-0.0997,0.0,-0.1827,3.642,-31.049,31.618,0
23.18,0.5,0.0,0.7465,-0.0872,0.0,0.2035,3.677,-33.678,34.225,0
23.19,0.5,0.0,0.7311,-0.0982,0.0,-0.1243,3.771,-36.258,36.776,0
23.2,0.5,0.0,0.7684,-0.2074,0.0,-0.1387,4.102,-38.692,39.187,0
23.21,0.5,0.0,0.7395,-0.129,0.0,-0.4027,4.319,-41.105,41.6,0
23.22,0.5,0.0,0.7301,-0.0974,0.0,-0.0411,4.533,-43.556,44.098,0
23.23,0.5,0.0,0.6265,-0.0208,0.0,-0.1662,4.791,-46.009,46.513,0
23.24,0.5,0.0,0.6058,-0.0105,0.0,-0.284,5.121,-48.386,48.876,0
23.25,0.5,0.0,0.6957,-0.1044,0.0,0.0455,5.299,-50.565,51.174,0
23.26,0.5,0.0,0.7058,-0.0731,0.0,-0.1287,5.254,-52.874,53.401,0
23.27,0.5,0.0,0.6866,-0.083,0.0,0.1902,5.167,-55.128,55.622,0
23.28,0.5,0.0,0.6325,-0.0348,0.0,-0.0346,4.976,-57.292,57.741,0
23.29,0.5,0.0,0.7132,-0.0257,0.0,0.1158,4.484,-59.367,59.83,0
23.3,0.5,0.0,0.6249,0.0097,0.0,-0.1994,4.036,-61.474,61.853,0
23.31,0.5,0.0,0.7162,-0.0356,0.0,0.1546,3.58,-63.468,63.854,0
23.32,0.5,0.0,0.7177,-0.0896,0.0,0.1354,3.225,-65.435,65.756,0
23.33,0.5,0.0,0.6683,0.03,0.0,-0.3215,2.757,-67.222,67.513,0
23.34,0.5,0.0,0.6646,0.0219,0.0,0.3135,2.461,-69.072,69.348,0
23.35,0.5,0.0,0.6541,0.0342,0.0,-0.0554,2.2,-70.814,71.045,0
23.36,0.5,0.0,0.5581,0.0898,0.0,-0.1689,2.088,-72.5,72.669,0
23.37,0.5,0.0,0.6177,-0.0173,0.0,-0.1236,2.013,-74.013,74.145,0
23.38,0.5,0.0,0.6587,-0.0067,0.0,0.2804,1.909,-75.536,75.686,0
23.39,0.5,0.0,0.6329,-0.034,0.0,-0.0089,1.883,-77.019,77.092,0
23.4,0.5,0.0,0.6519,0.0033,0.0,0.1458,1.807,-78.371,78.472,0
23.41,0.5,0.0,0.5716,0.0017,0.0,-0.1738,1.953,-79.745,79.731,0
23.42,0.5,0.0,0.615,-0.0479,0.0,0.1101,2.196,-80.921,80.922,0
23.43,0.5,0.0,0.5999,-0.0355,0.0,-0.1359,2.411,-82.053,82.021,0
23.44,0.5,0.0,0.648,-0.1015,0.0,0.1582,2.623,-83.067,83.05,0
23.45,0.5,0.0,0.6462,-0.0242,0.0,-0.0316,2.699,-83.978,83.996,0
23.46,0.5,0.0,0.6052,-0.0191,0.0,0.157,2.76,-84.852,84.866,0
23.47,0.5,0.0,0.6288,-0.0097,0.0,-0.1509,2.638,-85.602,85.651,0
23.48,0.5,0.0,0.5655,0.0862,0.0,0.0819,2.487,-86.287,86.349,0
23.49,0.5,0.0,0.5656,0.025,0.0,-0.139,2.347,-86.921,86.919,0
23.5,0.5,0.0,0.6331,0.0355,0.0,-0.0879,1.983,-87.41,87.484,0
23.51,0.5,0.0,0.5762,0.0186,0.0,-0.1565,1.761,-87.937,87.917,0
23.52,0.5,0.0,0.6557,-0.0308,0.0,0.1112,1.541,-88.296,88.266,0
23.53,0.5,0.0,0.634,-0.0989,0.0,-0.07,1.533,-88.649,88.507,0
23.54,0.5,0.0,0.6012,-0.0135,0.0,-0.0592,1.59,-88.823,88.671,0
23.55,0.5,0.0,0.5119,0.0108,0.0,-0.1708,1.899,-88.975,88.767,0
23.56,0.5,0.0,0.5992,-0.0643,0.0,0.0052,2.115,-88.9,88.769,0
23.57,0.5,0.0,0.6192,-0.0436,0.0,0.345,2.225,-88.805,88.719,0
23.58,0.5,0.0,0.5198,0.0138,0.0,-0.2876,2.444,-88.658,88.475,0
23.59,0.5,0.0,0.5853,0.0397,0.0,-0.1425,2.514,-88.329,88.264,0
23.6,0.5,0.0,0.504,0.0601,0.0,-0.2206,2.649,-88.026,87.911,0
23.61,0.5,0.0,0.5491,0.0165,0.0,-0.1301,2.816,-87.579,87.47,0
23.62,0.5,0.0,0.5489,0.0163,0.0,-0.0239,2.973,-87.044,86.93,0
23.63,0.5,0.0,0.5408,0.0272,0.0,-0.0431,3.106,-86.448,86.329,0
23.64,0.5,0.0,0.5352,-0.0347,0.0,-0.1688,3.295,-85.784,85.629,0
23.65,0.5,0.0,0.5863,0.0011,0.0,-0.136,3.273,-84.943,84.885,0
23.66,0.5,0.0,0.5085,0.0247,0.0,-0.1379,3.347,-84.124,84.024,0
23.67,0.5,0.0,0.5325,0.0092,0.0,-0.1426,3.438,-83.165,83.104,0
23.68,0.5,0.0,0.5436,-0.0181,0.0,-0.0656,3.57,-82.133,82.051,0
23.69,0.5,0.0,0.5361,-0.0038,0.0,-0.117,3.688,-81.042,80.948,0
23.7,0.5,0.0,0.549,0.0377,0.0,0.0292,3.828,-79.852,79.788,0
23.71,0.5,0.0,0.4998,0.0409,0.0,-0.0381,4.013,-78.582,78.513,0
23.72,0.5,0.0,0.489,0.0617,0.0,0.2142,4.239,-77.22,77.188,0
23.73,0.5,0.0,0.5348,0.018,0.0,-0.0624,4.378,-75.791,75.745,0
23.74,0.5,0.0,0.5583,-0.0541,0.0,0.1301,4.524,-74.28,74.253,0
23.75,0.5,0.0,0.5923,-0.0152,0.0,-0.149,4.473,-72.679,72.692,0
23.76,0.5,0.0,0.4915,0.0289,0.0,-0.2704,4.612,-71.106,71.068,0
23.77,0.5,0.0,0.5543,-0.0031,0.0,-0.0989,4.674,-69.325,69.375,0
23.78,0.5,0.0,0.5436,0.0024,0.0,0.0398,4.717,-67.528,67.613,0
23.79,0.5,0.0,0.5006,0.0577,0.0,-0.1399,4.801,-65.71,65.766,0
23.8,0.5,0.0,0.5089,0.056,0.0,0.3137,4.967,-63.795,63.903,0
23.81,0.5,0.0,0.4761,0.1056,0.0,0.0607,5.158,-61.837,61.925,0
23.82,0.5,0.0,0.5177,-0.0272,0.0,0.253,5.381,-59.758,59.891,0
23.83,0.5,0.0,0.5731,-0.0112,0.0,0.1181,5.367,-57.628,57.787,0
23.84,0.5,0.0,0.5206,-0.0449,0.0,-0.3122,5.507,-55.556,55.64,0
23.85,0.5,0.0,0.5984,-0.0336,0.0,-0.2024,5.508,-53.306,53.444,0
23.86,0.5,0.0,0.5248,-0.0094,0.0,-0.2778,5.656,-51.113,51.211,0
23.87,0.5,0.0,0.5728,-0.0268,0.0,-0.2963,5.739,-48.706,48.905,0
23.88,0.5,0.0,0.5611,-0.0152,0.0,-0.148,5.759,-46.307,46.593,0
23.89,0.5,0.0,0.5604,0.0033,0.0,-0.1615,5.818,-43.948,44.199,0
23.9,0.5,0.0,0.5342,0.0193,0.0,-0.3099,5.964,-41.485,41.795,0
23.91,0.5,0.0,0.5195,0.0002,0.0,-0.0713,6.234,-38.982,39.331,0
23.92,0.5,0.0,0.5487,0.0309,0.0,0.2309,6.507,-36.47,36.835,0
23.93,0.5,0.0,0.5112,0.0321,0.0,0.0876,6.848,-33.912,34.283,0
23.94,0.5,0.0,0.5243,0.0325,0.0,0.0675,7.018,-31.29,31.64,0
23.95,0.5,0.0,0.602,-0.0731,0.0,-0.2276,6.901,-28.559,29.0,0
23.96,0.5,0.0,0.5832,-0.0962,0.0,-0.0737,6.758,-25.89,26.39,0
23.97,0.5,0.0,0.6485,-0.0769,0.0,-0.077,6.379,-23.223,23.683,0
23.98,0.5,0.0,0.6074,-0.087,0.0,-0.0133,6.165,-20.602,20.988,0
23.99,0.5,0.0,0.5741,0.0429,0.0,-0.4008,5.872,-17.852,18.274,0
24.0,0.5,0.0,0.5991,-0.0018,0.0,-0.0719,5.763,-15.171,15.608,0
24.01,0.5,0.0,0.5381,0.0314,0.0,-0.1292,5.741,-12.406,12.905,0
24.02,0.5,0.0,0.5785,-0.0458,0.0,-0.0549,5.85,-9.581,10.189,0
24.03,0.5,0.0,0.6317,-0.0765,0.0,0.0839,5.767,-6.745,7.394,0
24.04,0.5,0.0,0.6325,-0.0592,0.0,0.0417,5.612,-4.011,4.582,0
24.05,0.5,0.0,0.6182,-0.081,0.0,0.1754,5.518,-1.228,1.796,0
24.06,0.5,0.0,0.5874,0.0384,0.0,-0.1929,5.294,1.589,-0.972,0
24.07,0.5,0.0,0.5866,0.0244,0.0,0.2171,5.278,4.334,-3.799,0
24.08,0.5,0.0,0.5838,0.0067,0.0,-0.3277,5.166,7.161,-6.577,0
24.09,0.5,0.0,0.6244,0.0281,0.0,0.0772,5.024,9.92,-9.336,0
24.1,0.5,0.0,0.5788,0.0307,0.0,-0.1469,4.953,12.721,-12.067,0
24.11,0.5,0.0,0.6113,-0.0,0.0,0.3167,4.937,15.48,-14.814,0
24.12,0.5,0.0,0.6113,0.0369,0.0,-0.182,4.733,18.2,-17.581,0
24.13,0.5,0.0,0.5767,0.0528,0.0,0.0813,4.588,20.902,-20.321,0
24.14,0.5,0.0,0.6044,0.0286,0.0,0.132,4.504,23.628,-23.006,0
24.15,0.5,0.0,0.6467,-0.0129,0.0,0.0516,4.407,26.315,-25.676,0
24.16,0.5,0.0,0.6252,0.0295,0.0,-0.0986,4.234,29.0,-28.283,0
24.17,0.5,0.0,0.6076,0.0114,0.0,0.0999,4.167,31.623,-30.895,0
24.18,0.5,0.0,0.6366,0.0221,0.0,-0.1069,3.912,34.18,-33.528,0
24.19,0.5,0.0,0.6279,0.0146,0.0,0.1751,3.771,36.715,-36.2,0
24.2,0.5,0.0,0.6635,-0.0642,0.0,0.2339,3.673,39.261,-38.69,0
24.21,0.5,0.0,0.6705,-0.0307,0.0,-0.3705,3.382,41.716,-41.112,0
24.22,0.5,0.0,0.6869,-0.0752,0.0,-0.4389,3.21,44.201,-43.625,0
24.23,0.5,0.0,0.7039,-0.0361,0.0,-0.213,3.093,46.573,-46.066,0
24.24,0.5,0.0,0.6213,0.0297,0.0,-0.4407,3.092,48.935,-48.408,0
24.25,0.5,0.0,0.625,0.024,0.0,0.0208,3.166,51.234,-50.719,0
24.26,0.5,0.0,0.6004,0.0198,0.0,0.2452,3.25,53.461,-53.023,0
24.27,0.5,0.0,0.6678,-0.0085,0.0,0.0424,3.275,55.677,-55.236,0
24.28,0.5,0.0,0.6681,-0.0714,0.0,-0.233,3.329,57.87,-57.333,0
24.29,0.5,0.0,0.6851,-0.0217,0.0,0.0388,3.355,59.926,-59.446,0
24.3,0.5,0.0,0.5948,0.047,0.0,0.1049,3.5,61.938,-61.51,0
24.31,0.5,0.0,0.6547,0.0267,0.0,0.2689,3.515,63.901,-63.473,0
24.32,0.5,0.0,0.5884,0.0652,0.0,-0.0703,3.484,65.805,-65.394,0
24.33,0.5,0.0,0.5979,0.0432,0.0,0.0365,3.478,67.636,-67.308,0
24.34,0.5,0.0,0.6056,-0.0524,0.0,-0.0555,3.656,69.384,-69.056,0
24.35,0.5,0.0,0.6703,-0.1358,0.0,-0.0431,3.675,71.105,-70.663,0
24.36,0.5,0.0,0.7146,-0.1155,0.0,-0.1728,3.406,72.739,-72.292,0
24.37,0.5,0.0,0.6546,-0.0754,0.0,-0.0896,3.306,74.314,-73.987,0
24.38,0.5,0.0,0.6721,-0.0241,0.0,-0.0959,3.163,75.804,-75.494,0
24.39,0.5,0.0,0.6239,0.0001,0.0,0.1657,3.084,77.205,-76.976,0
24.4,0.5,0.0,0.6608,-0.0174,0.0,-0.3753,2.866,78.558,-78.271,0
24.41,0.5,0.0,0.6704,-0.0245,0.0,-0.1936,2.602,79.832,-79.573,0
24.42,0.5,0.0,0.6775,-0.0868,0.0,-0.1915,2.366,81.007,-80.708,0
24.43,0.5,0.0,0.723,-0.0576,0.0,0.0751,2.042,82.108,-81.838,0
24.44,0.5,0.0,0.6338,0.0126,0.0,0.1405,1.727,83.113,-82.925,0
24.45,0.5,0.0,0.6568,0.0137,0.0,0.0374,1.335,84.068,-83.861,0
24.46,0.5,0.0,0.6489,0.0015,0.0,0.1721,1.049,84.945,-84.855,0
24.47,0.5,0.0,0.6718,-0.0819,0.0,0.2708,0.825,85.732,-85.608,0
24.48,0.5,0.0,0.6727,-0.038,0.0,-0.1307,0.417,86.441,-86.202,0
24.49,0.5,0.0,0.6403,-0.0342,0.0,0.1432,0.238,87.05,-86.958,0
24.5,0.5,0.0,0.6759,-0.0246,0.0,0.3473,0.037,87.577,-87.51,0
24.51,0.5,0.0,0.6663,-0.1107,0.0,0.1161,0.037,88.044,-87.985,0
24.52,0.5,0.0,0.6253,-0.021,0.0,-0.5196,-0.043,88.396,-88.243,0
24.53,0.5,0.0,0.6342,-0.0221,0.0,0.2234,-0.129,88.621,-88.578,0
24.54,0.5,0.0,0.6086,-0.0134,0.0,-0.1012,-0.1,88.815,-88.793,0
24.55,0.5,0.0,0.6312,0.0045,0.0,-0.122,-0.003,88.919,-88.903,0
24.56,0.5,0.0,0.6364,-0.0515,0.0,0.0326,0.136,88.906,-88.876,0
24.57,0.5,0.0,0.6502,-0.0082,0.0,0.383,0.237,88.81,-88.824,0
24.58,0.5,0.0,0.55,0.0615,0.0,-0.0629,0.453,88.621,-88.648,0
24.59,0.5,0.0,0.6161,0.0683,0.0,0.1501,0.526,88.362,-88.327,0
24.6,0.5,0.0,0.5455,0.0633,0.0,-0.2451,0.713,88.036,-88.046,0
24.61,0.5,0.0,0.6079,-0.0173,0.0,0.1237,0.976,87.601,-87.596,0
24.62,0.5,0.0,0.594,-0.0145,0.0,0.0014,1.069,87.068,-86.982,0
24.63,0.5,0.0,0.6295,0.0202,0.0,-0.0129,0.965,86.461,-86.342,0
24.64,0.5,0.0,0.615,-0.0216,0.0,-0.0803,0.906,85.766,-85.634,0
24.65,0.5,0.0,0.6581,-0.0075,0.0,0.3049,0.765,84.987,-84.899,0
24.66,0.5,0.0,0.5979,-0.0239,0.0,-0.036,0.831,84.152,-84.101,0
24.67,0.5,0.0,0.6364,-0.037,0.0,0.2267,0.805,83.193,-83.1,0
24.68,0.5,0.0,0.6168,-0.0143,0.0,0.1069,0.749,82.18,-82.103,0
24.69,0.5,0.0,0.5243,0.0016,0.0,-0.3594,0.969,81.11,-81.032,0
24.7,0.5,0.0,0.6114,-0.0664,0.0,-0.1107,1.061,79.909,-79.73,0
24.71,0.5,0.0,0.6379,-0.0469,0.0,0.3072,1.029,78.633,-78.517,0
24.72,0.5,0.0,0.6265,-0.0802,0.0,0.1986,1.024,77.293,-77.183,0
24.73,0.5,0.0,0.603,-0.0201,0.0,-0.2241,0.903,75.878,-75.688,0
24.74,0.5,0.0,0.5905,-0.029,0.0,0.1369,0.914,74.384,-74.3,0
24.75,0.5,0.0,0.5877,0.0272,0.0,0.0338,0.902,72.821,-72.704,0
24.76,0.5,0.0,0.5987,-0.036,0.0,0.0241,1.153,71.222,-71.12,0
24.77,0.5,0.0,0.5982,-0.0234,0.0,-0.0351,1.409,69.506,-69.396,0
24.78,0.5,0.0,0.5141,0.0646,0.0,-0.1092,1.913,67.733,-67.63,0
24.79,0.5,0.0,0.5072,0.0493,0.0,-0.1792,2.392,65.877,-65.729,0
24.8,0.5,0.0,0.6028,-0.0272,0.0,-0.0356,2.663,63.975,-63.697,0
24.81,0.5,0.0,0.574,-0.046,0.0,-0.2418,2.901,62.028,-61.683,0
24.82,0.5,0.0,0.6412,-0.0296,0.0,-0.0359,2.933,59.966,-59.628,0
24.83,0.5,0.0,0.5672,-0.0028,0.0,0.1295,3.048,57.864,-57.594,0
24.84,0.5,0.0,0.6262,-0.0539,0.0,-0.0488,3.115,55.75,-55.396,0
24.85,0.5,0.0,0.5999,0.0446,0.0,-0.1506,3.061,53.536,-53.141,0
24.86,0.5,0.0,0.5126,0.0922,0.0,0.0138,3.133,51.271,-50.931,0
24.87,0.5,0.0,0.5744,0.0551,0.0,0.2535,3.179,48.975,-48.612,0
24.88,0.5,0.0,0.4971,0.0973,0.0,-0.0465,3.231,46.617,-46.226,0
24.89,0.5,0.0,0.5262,0.0771,0.0,-0.2173,3.273,44.34,-43.958,0
24.9,0.5,0.0,0.5863,-0.0044,0.0,0.1233,3.285,41.906,-41.451,0
24.91,0.5,0.0,0.5815,0.0133,0.0,0.0769,3.303,39.384,-38.969,0
24.92,0.5,0.0,0.5351,0.0235,0.0,-0.119,3.317,36.843,-36.443,0
24.93,0.5,0.0,0.5901,-0.0288,0.0,0.1521,3.356,34.319,-33.814,0
24.94,0.5,0.0,0.5736,0.03,0.0,-0.2344,3.195,31.697,-31.202,0
24.95,0.5,0.0,0.5621,0.0154,0.0,0.2242,3.23,29.052,-28.661,0
24.96,0.5,0.0,0.6026,-0.0754,0.0,0.1836,3.353,26.441,-25.924,0
24.97,0.5,0.0,0.6272,-0.0288,0.0,0.2596,3.305,23.738,-23.225,0
24.98,0.5,0.0,0.5323,0.0104,0.0,-0.0807,3.459,21.029,-20.563,0
24.99,0.5,0.0,0.5422,-0.0197,0.0,-0.1266,3.793,18.352,-17.783,0
25.0,0.5,0.0,0.5933,-0.0035,0.0,0.0622,3.954,15.577,-15.058,0
25.01,0.5,0.0,0.5869,-0.0552,0.0,0.1862,4.247,12.812,-12.308,0
25.02,0.5,0.0,0.6251,-0.0881,0.0,0.131,4.511,10.085,-9.473,0
25.03,0.5,0.0,0.5818,-0.0147,0.0,-0.2162,4.606,7.287,-6.712,0
25.04,0.5,0.0,0.5863,0.0058,0.0,0.1054,4.731,4.525,-3.875,0
25.05,0.5,0.0,0.5711,0.0352,0.0,0.0256,4.752,1.717,-1.081,0
25.06,0.5,0.0,0.5789,0.0484,0.0,0.3176,4.683,-1.051,1.77,0
25.07,0.5,0.0,0.5937,0.0407,0.0,-0.1324,4.501,-3.749,4.617,0
25.08,0.5,0.0,0.5943,-0.0132,0.0,0.1469,4.475,-6.543,7.436,0
25.09,0.5,0.0,0.6164,0.0321,0.0,0.323,4.37,-9.353,10.181,0
25.1,0.5,0.0,0.5636,0.0094,0.0,0.165,4.596,-12.202,12.892,0
25.11,0.5,0.0,0.6051,-0.0511,0.0,0.262,4.857,-14.924,15.628,0
25.12,0.5,0.0,0.6217,-0.0258,0.0,-0.1379,4.859,-17.688,18.296,0
25.13,0.5,0.0,0.6331,-0.0287,0.0,0.2934,4.791,-20.427,21.011,0
25.14,0.5,0.0,0.6409,-0.0167,0.0,0.1555,4.573,-23.142,23.655,0
25.15,0.5,0.0,0.7002,-0.1166,0.0,-0.0923,4.393,-25.787,26.377,0
25.16,0.5,0.0,0.5746,0.0189,0.0,-0.3196,4.471,-28.465,29.06,0
25.17,0.5,0.0,0.6023,0.0162,0.0,0.4982,4.672,-31.083,31.725,0
25.18,0.5,0.0,0.5936,-0.0265,0.0,-0.1736,4.814,-33.657,34.3,0
25.19,0.5,0.0,0.6472,0.0071,0.0,0.2143,4.758,-36.2,36.843,0
25.2,0.5,0.0,0.5632,0.0267,0.0,-0.0475,4.927,-38.805,39.366,0
25.21,0.5,0.0,0.6189,-0.012,0.0,0.2272,5.088,-41.239,41.854,0
25.22,0.5,0.0,0.6355,0.005,0.0,-0.1346,5.036,-43.704,44.225,0
25.23,0.5,0.0,0.6177,0.0084,0.0,-0.2407,5.001,-46.123,46.641,0
25.24,0.5,0.0,0.6289,0.0578,0.0,0.0257,5.009,-48.512,48.995,0
25.25,0.5,0.0,0.6236,0.0045,0.0,-0.2611,5.115,-50.838,51.288,0
25.26,0.5,0.0,0.6554,-0.0305,0.0,-0.057,5.275,-53.086,53.549,0
25.27,0.5,0.0,0.593,0.0469,0.0,-0.2514,5.456,-55.324,55.722,0
25.28,0.5,0.0,0.5849,0.0282,0.0,-0.0131,5.729,-57.488,57.861,0
25.29,0.5,0.0,0.6314,0.0153,0.0,0.1524,5.814,-59.528,59.936,0
25.3,0.5,0.0,0.6021,0.0204,0.0,0.1316,5.847,-61.604,61.948,0
25.31,0.5,0.0,0.6675,-0.0367,0.0,-0.4601,5.7,-63.456,63.771,0
25.32,0.5,0.0,0.6603,-0.064,0.0,-0.273,5.522,-65.388,65.681,0
25.33,0.5,0.0,0.7032,-0.0442,0.0,0.1077,5.285,-67.258,67.568,0
25.34,0.5,0.0,0.6694,-0.0436,0.0,0.0607,5.093,-69.087,69.342,0
25.35,0.5,0.0,0.6271,0.0516,0.0,-0.436,4.858,-70.768,70.987,0
25.36,0.5,0.0,0.6886,-0.0102,0.0,0.1035,4.719,-72.422,72.657,0
25.37,0.5,0.0,0.6337,-0.0074,0.0,-0.1336,4.644,-74.04,74.197,0
25.38,0.5,0.0,0.7009,0.0054,0.0,0.0391,4.398,-75.515,75.723,0
25.39,0.5,0.0,0.6091,0.0313,0.0,-0.1135,4.34,-77.037,77.144,0
25.4,0.5,0.0,0.6574,-0.0116,0.0,0.2294,4.322,-78.381,78.503,0
25.41,0.5,0.0,0.6434,0.0148,0.0,0.1544,4.31,-79.683,79.761,0
25.42,0.5,0.0,0.7121,-0.0697,0.0,0.0731,4.302,-80.882,80.926,0
25.43,0.5,0.0,0.6603,0.002,0.0,-0.0158,4.287,-82.017,82.025,0
25.44,0.5,0.0,0.5937,0.0299,0.0,0.0235,4.39,-83.052,83.039,0
25.45,0.5,0.0,0.6834,-0.026,0.0,0.1284,4.324,-83.941,83.998,0
25.46,0.5,0.0,0.6759,-0.0149,0.0,0.1562,4.175,-84.84,84.868,0
25.47,0.5,0.0,0.6987,-0.0309,0.0,-0.0275,4.003,-85.636,85.642,0
25.48,0.5,0.0,0.6982,-0.0155,0.0,0.0703,3.815,-86.351,86.347,0
25.49,0.5,0.0,0.5834,0.0398,0.0,-0.4313,3.849,-87.04,86.917,0
25.5,0.5,0.0,0.6257,0.0469,0.0,0.057,3.806,-87.487,87.486,0
25.51,0.5,0.0,0.7077,-0.0487,0.0,0.1658,3.678,-87.929,87.92,0
25.52,0.5,0.0,0.6499,0.0036,0.0,-0.251,3.546,-88.314,88.223,0
25.53,0.5,0.0,0.7099,-0.0654,0.0,0.1739,3.477,-88.58,88.492,0
25.54,0.5,0.0,0.7029,-0.032,0.0,-0.0693,3.287,-88.741,88.666,0
25.55,0.5,0.0,0.6463,-0.0177,0.0,0.084,3.297,-88.915,88.774,0
25.56,0.5,0.0,0.6399,-0.0191,0.0,-0.2199,3.462,-88.929,88.737,0
25.57,0.5,0.0,0.6049,0.005,0.0,-0.1514,3.675,-88.837,88.647,0
25.58,0.5,0.0,0.6307,-0.0269,0.0,0.0435,3.957,-88.659,88.482,0
25.59,0.5,0.0,0.6261,-0.0137,0.0,-0.0121,4.224,-88.401,88.222,0
25.6,0.5,0.0,0.614,-0.0286,0.0,0.1577,4.511,-88.042,87.885,0
25.61,0.5,0.0,0.6735,-0.1146,0.0,-0.2203,4.606,-87.548,87.408,0
25.62,0.5,0.0,0.7375,-0.0937,0.0,-0.1795,4.375,-86.966,86.941,0
25.63,0.5,0.0,0.651,-0.0771,0.0,-0.3074,4.316,-86.453,86.348,0
25.64,0.5,0.0,0.6648,-0.035,0.0,-0.2154,4.306,-85.747,85.668,0
25.65,0.5,0.0,0.6213,0.0077,0.0,-0.2249,4.331,-84.962,84.88,0
25.66,0.5,0.0,0.5496,0.045,0.0,-0.3136,4.415,-84.101,83.993,0
25.67,0.5,0.0,0.6406,-0.0398,0.0,0.0251,4.447,-83.123,83.053,0
25.68,0.5,0.0,0.6323,-0.0251,0.0,-0.0486,4.401,-82.112,82.028,0
25.69,0.5,0.0,0.6316,-0.024,0.0,-0.3257,4.369,-80.999,80.932,0
25.7,0.5,0.0,0.6194,0.0428,0.0,-0.0694,4.337,-79.818,79.767,0
25.71,0.5,0.0,0.5921,0.0377,0.0,0.1887,4.358,-78.548,78.515,0
25.72,0.5,0.0,0.5758,0.0028,0.0,-0.2862,4.344,-77.251,77.193,0
